GeoName,LineCode,Description,y1960,y1961,y1962,y1963,y1964,y1965,y1966,y1967,y1968,y1969,y1970,y1971,y1972,y1973,y1974,y1975,y1976,y1977,y1978,y1979,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021
Utah,1,Personal income (millions of dollars),1909.8,2046.9,2228.1,2315.1,2436.9,2583.2,2751.3,2903.5,3111.6,3406.9,3791.4,4243.1,4741.4,5282.9,5910.4,6590.5,7463.6,8440.5,9711.700000000001,10972.4,12319.3,13892.7,15066.9,16135.2,17820.4,19069.9,20041.9,20994.6,22330,23967.4,25984.9,27864,30125.5,32491.3,35156.8,38308.3,41738.9,45125.2,48227.5,50859.2,54450.8,56922.7,58562.9,60872.6,64886.8,71095.3,79116,86153.10000000001,90386.89999999999,86761.60000000001,89439.2,96356.7,102990.8,106176.2,112620.2,121339.2,127881.4,135658.8,146326.4,157335,169656.3,184896.3
Utah,2,Population (persons) 1/,900000,936000,958000,974000,978000,994000,1009000,1019000,1029000,1047000,1065672,1100733,1134601,1168784,1198793,1233935,1272365,1316421,1364235,1416094,1472595,1515472,1558314,1594943,1622342,1642910,1662833,1678120,1689372,1705865,1731223,1779780,1836799,1898404,1960446,2014177,2067976,2119784,2165960,2203482,2244502,2283715,2324815,2360137,2401580,2457719,2525507,2597746,2663029,2723421,2776094,2818261,2860480,2908068,2950652,2999092,3063043,3125784,3180896,3232701,3281684,3337975
Utah,3,Per capita personal income (dollars) 2/,2122,2187,2326,2377,2492,2599,2727,2849,3024,3254,3558,3855,4179,4520,4930,5341,5866,6412,7119,7748,8366,9167,9669,10116,10984,11607,12053,12511,13218,14050,15010,15656,16401,17115,17933,19019,20183,21288,22266,23081,24260,24925,25190,25792,27018,28927,31327,33165,33941,31858,32218,34190,36005,36511,38168,40459,41750,43400,46002,48670,51698,55392
Vermont,1,Personal income (millions of dollars),768.3,800.8,840.5,871.3,933.7,1022.2,1159.8,1256.1,1382.4,1515.4,1663.9,1802.3,1989.1,2183.9,2364,2591.8,2876,3120.1,3573.4,4015.1,4505.3,5069.1,5502.3,5907.7,6496.3,7041,7574.2,8217.5,8976.799999999999,9917.1,10298,10499.4,11241.7,11680.9,12247.1,12890.2,13585.6,14333.1,15426.6,16303.8,17687.6,18804.8,19212.2,19980.1,21131.3,21666.5,23052,24280.9,25603.9,25291.7,26140,27690.6,28554.4,28964.3,30195.9,31079,31575.6,32406.1,33437.2,34569.6,36894.2,38542.9
Vermont,2,Population (persons) 1/,389000,390000,393000,397000,399000,404000,413000,423000,430000,437000,446323,454357,463214,468533,473138,479894,485144,492174,498284,505711,512524,515594,519108,523302,526658,530035,534066,540267,549763,557708,564798,568606,572751,577748,583836,589002,593701,597239,600416,604683,609618,612223,615442,617858,619920,621215,622892,623481,624151,624817,626360,629582,630661,632824,633827,635874,636342,639061,640667,641838,642495,645570
Vermont,3,Per capita personal income (dollars) 2/,1975,2053,2139,2195,2340,2530,2808,2969,3215,3468,3728,3967,4294,4661,4996,5401,5928,6339,7171,7940,8790,9832,10600,11289,12335,13284,14182,15210,16328,17782,18233,18465,19627,20218,20977,21885,22883,23999,25693,26963,29014,30716,31217,32338,34087,34878,37008,38944,41022,40479,41733,43982,45277,45770,47641,48876,49621,50709,52191,53860,57423,59704
Virginia,1,Personal income (millions of dollars),8173.2,8705.5,9395.700000000001,10106.6,11151,12037.5,13026.7,14251.2,15768.2,17847.7,19371.6,21411,23764.2,26612.7,29489.6,32379.8,35770.8,39631.2,44990.4,50182,56726.5,63698.2,68854.8,74239,82638.2,89308.39999999999,96341.5,104064.2,113916.6,123237,129558.2,135041.5,143668.6,150973.3,158882.8,167003.3,175342.4,186845.5,200072.5,214461.2,232469.6,244753.6,251379.6,266597.6,285112.6,304350,325251.8,342962.7,356536,349428.5,365245.5,385984.5,404179.7,401684.3,419329.6,438272.8,449830.1,467437.7,484936.8,502600.8,532256.2,565274.3
Virginia,2,Population (persons) 1/,3986000,4095000,4180000,4276000,4357000,4411000,4456000,4508000,4558000,4614000,4659930,4752846,4828131,4906648,4978155,5056385,5132693,5205706,5284122,5324533,5368334,5444094,5492785,5564662,5643868,5715149,5811692,5932273,6036908,6120246,6216884,6301217,6414307,6509630,6593139,6670693,6750884,6829183,6900918,7000174,7105817,7198362,7286873,7366977,7475575,7577105,7673725,7751000,7833496,7925937,8025030,8107628,8196915,8269638,8333578,8389864,8444688,8502578,8547016,8597339,8632044,8642274
Virginia,3,Per capita personal income (dollars) 2/,2050,2126,2248,2364,2559,2729,2923,3161,3459,3868,4157,4505,4922,5424,5924,6404,6969,7613,8514,9425,10567,11700,12535,13341,14642,15627,16577,17542,18870,20136,20840,21431,22398,23192,24098,25035,25973,27360,28992,30637,32715,34001,34498,36188,38139,40167,42385,44248,45514,44087,45513,47608,49309,48573,50318,52238,53268,54976,56738,58460,61661,65408
Washington,1,Personal income (millions of dollars),7248,7609.3,8203.1,8393.9,8787.299999999999,9465.1,10693.3,11710.4,13034.8,14235.8,15036.7,15838.6,17079,19236,21826.7,24719.6,27398.8,30412,35366.6,40755.5,46241.9,51391.3,54606.4,58281.5,62431.1,66376.3,70875.8,75031.2,81724.10000000001,90313.2,99151.2,106188.9,114759,120676.9,126855.4,134146.3,144246.2,155513.9,170274.9,180875.8,193410,198031,201013.6,209084.9,224764.7,233923.2,255002.6,276678.4,290319.4,277305.3,285579.9,302075.9,326698.8,333763.7,359690.6,381158.1,401774.3,426283.5,454257,479840.9,516441.1,556326.7
Washington,2,Population (persons) 1/,2855000,2882000,2942000,2955000,2961000,2967000,3057000,3174000,3270000,3343000,3417362,3446958,3446815,3477227,3547877,3618824,3690561,3772360,3886191,4012831,4154678,4235728,4276551,4300269,4343657,4400096,4452724,4531903,4639894,4746315,4903043,5025624,5160757,5278842,5375161,5481027,5569753,5674747,5769562,5842564,5910512,5985722,6052349,6104115,6178645,6257305,6370753,6461587,6562231,6667426,6743597,6830460,6904030,6974173,7068026,7180454,7315935,7446807,7548537,7638689,7718785,7738692
Washington,3,Per capita personal income (dollars) 2/,2539,2640,2788,2841,2968,3190,3498,3689,3986,4258,4400,4595,4955,5532,6152,6831,7424,8062,9101,10156,11130,12133,12769,13553,14373,15085,15917,16556,17613,19028,20222,21129,22237,22860,23600,24475,25898,27405,29513,30958,32723,33084,33212,34253,36378,37384,40027,42819,44241,41591,42348,44225,47320,47857,50890,53083,54918,57244,60178,62817,66907,71889
West Virginia,1,Personal income (millions of dollars),3075.7,3117.2,3255.6,3400.1,3628.1,3877.8,4115.3,4360.6,4622.8,4944.1,5511.8,6051.6,6700.7,7333.2,8128.7,9186.1,10241.1,11457.3,12752.7,14222.6,15632.7,17051.2,18069.4,18550.2,19940.7,20765.6,21261.4,21785,23237.6,24601,26186.2,27308.2,29404.4,30498.8,31820.5,32894.7,34208.8,35630.2,37123,38114.1,40327.7,42791.9,44263.4,44986.9,46658.4,49118.6,52467.6,54490.8,58167.1,58608.6,60753.8,64227.3,65898.5,65572.8,67764.39999999999,69178.60000000001,68630.10000000001,71397.60000000001,74777.89999999999,76299.5,80304.10000000001,85256.10000000001
West Virginia,2,Population (persons) 1/,1853000,1828000,1809000,1796000,1797000,1786000,1775000,1769000,1763000,1746000,1746629,1770252,1796910,1805293,1814048,1840548,1877440,1905628,1920342,1939062,1951349,1954125,1949605,1945058,1927696,1906831,1882352,1857583,1830213,1806570,1792548,1798735,1806451,1817539,1820421,1823700,1822808,1819113,1815609,1811799,1807021,1801481,1805414,1812295,1816438,1820492,1827912,1834052,1840310,1847775,1854409,1857326,1858745,1856642,1853014,1846341,1835998,1822785,1810588,1800430,1789798,1782959
West Virginia,3,Per capita personal income (dollars) 2/,1660,1705,1800,1893,2019,2171,2318,2465,2622,2832,3156,3418,3729,4062,4481,4991,5455,6012,6641,7335,8011,8726,9268,9537,10344,10890,11295,11728,12697,13618,14608,15182,16277,16780,17480,18037,18767,19587,20447,21037,22317,23754,24517,24823,25687,26981,28704,29711,31607,31718,32762,34581,35453,35318,36570,37468,37380,39169,41300,42378,44868,47817
Wisconsin,1,Personal income (millions of dollars),8994.299999999999,9282.4,9809.700000000001,10135.2,10909.4,11798.4,12888.4,13602.2,14896.3,16424.6,17648.8,18959.2,20731.6,23157.8,25436.5,27872,30609.1,34210.4,38209.9,42797.6,47282,51613.4,54462.3,57196.7,62913.2,66276.7,69916.8,73793.7,78456.3,85533.89999999999,90431.2,94002.39999999999,101407.7,106713.9,113394.4,119327.1,126196.7,133915.2,143202,148959.2,158832.3,166751.6,171113.4,176142.7,184301.6,191047.1,202681.2,212179.2,220311.5,216466.3,222982.7,235433.8,246242.3,247847.4,258347.8,269703.9,274374.7,284474.8,297730.1,308224.4,324252,345286.5
Wisconsin,2,Population (persons) 1/,3962000,4009000,4049000,4112000,4165000,4232000,4274000,4303000,4345000,4378000,4425944,4459968,4498433,4518461,4538173,4569616,4584688,4613299,4631944,4665911,4712045,4726345,4728862,4721438,4735571,4747765,4755625,4777923,4822391,4856568,4904562,4964343,5025398,5084889,5133678,5184836,5229986,5266213,5297672,5332666,5373999,5406835,5445162,5479203,5514026,5546166,5577655,5610775,5640996,5669264,5691995,5713164,5734069,5757204,5778371,5794088,5812379,5836461,5858766,5880193,5892323,5895908
Wisconsin,3,Per capita personal income (dollars) 2/,2270,2315,2423,2465,2619,2788,3016,3161,3428,3752,3988,4251,4609,5125,5605,6099,6676,7416,8249,9172,10034,10920,11517,12114,13285,13960,14702,15445,16269,17612,18438,18936,20179,20986,22088,23015,24129,25429,27031,27933,29556,30841,31425,32148,33424,34447,36338,37816,39055,38182,39175,41209,42944,43050,44709,46548,47205,48741,50818,52417,55030,58564
Wyoming,1,Personal income (millions of dollars),788.5,829.3,859,878.9,906.3,935.6,958.3,1025.4,1093.6,1218.6,1347.9,1497.5,1684.5,1968.6,2302.7,2607.4,2890.4,3375.6,4033.7,4716.1,5506.3,6299.8,6616.9,6568.1,6857.1,7160.4,7130.6,6864.3,7002.6,7642.6,8233.299999999999,8642.4,9130.700000000001,9659.9,10102.5,10585.4,11077.7,11885,12640.3,13532.7,14634.6,15505.9,15927.6,16959.1,18360.8,20250,23254.6,24752.8,27163.2,24949.2,26328.8,28786.6,31199.6,31240.1,33549.3,33761.8,31908.5,32918.5,34690.9,35424.5,36019.8,37985.3
Wyoming,2,Population (persons) 1/,331000,337000,333000,336000,339000,332000,323000,322000,324000,329000,333795,340023,346863,353353,364548,380477,395446,411530,430897,451850,474185,491712,506400,510344,504895,499696,495633,476966,465103,458373,453690,459260,466251,473081,480283,485160,488167,489451,490787,491780,494300,494657,500017,503453,509106,514157,522667,534876,546043,559851,564405,566858,575497,580930,580949,583645,581983,576248,574801,575341,577267,578803
Wyoming,3,Per capita personal income (dollars) 2/,2382,2461,2580,2616,2673,2818,2967,3184,3375,3704,4038,4404,4856,5571,6317,6853,7309,8203,9361,10437,11612,12812,13066,12870,13581,14330,14387,14392,15056,16673,18147,18818,19583,20419,21034,21818,22693,24282,25755,27518,29607,31347,31854,33686,36065,39385,44492,46278,49746,44564,46649,50783,54213,53776,57749,57846,54827,57126,60353,61571,62397,65627
New England,1,Personal income (millions of dollars),26542.5,27857.7,29542.6,30880.8,33063,35461.5,38500.4,41841.7,45290.8,50009,53914.9,57438.1,62243.4,67915.89999999999,73638.8,79316.2,86256.7,94469.60000000001,104955.4,117375.1,132710.3,148437.9,161733.9,174683.4,195849.6,211532.1,228358.7,248105.3,273206.6,293085.5,301734.7,306345,323878.8,335792.3,350229.7,369981,390679,415533,445364.8,472872.1,521001.3,545723.2,547766.6,560206.2,590003.7,615879.8,661557.2,699132.8,730690.9,720333.6,752442.8,782522,809132.8,807741.7,845796,886726,912818.4,946247.1,989558.8,1026028.5,1086527.7,1156874.7
New England,2,Population (persons) 1/,10532000,10666000,10800000,10986000,11186000,11329000,11430000,11562000,11637000,11735000,11878088,11996218,12087834,12147736,12156540,12176402,12207302,12257357,12302714,12345269,12371656,12435782,12467917,12544350,12641838,12740544,12833004,12951233,13084523,13181740,13229502,13247630,13271045,13334364,13396380,13472634,13554814,13642197,13733828,13837653,13949721,14041043,14122441,14182454,14206683,14216656,14245540,14279205,14340115,14403575,14476185,14564200,14650420,14731535,14816797,14869837,14926033,14993799,15053190,15089460,15101332,15092739
New England,3,Per capita personal income (dollars) 2/,2520,2612,2735,2811,2956,3130,3368,3619,3892,4262,4539,4788,5149,5591,6058,6514,7066,7707,8531,9508,10727,11936,12972,13925,15492,16603,17795,19157,20880,22234,22808,23125,24405,25182,26144,27462,28822,30459,32428,34173,37349,38866,38787,39500,41530,43321,46440,48962,50954,50011,51978,53729,55229,54831,57084,59633,61156,63109,65737,67996,71949,76651
Mideast,1,Personal income (millions of dollars),102030.3,106262,112437.1,117653.9,126000.2,134825.4,145316.6,156523.9,171746.9,184917.2,199975.2,214651.5,232153.1,251006.8,272561.5,295272.3,317631.9,345171,378978,416696.2,462774.8,514658.4,555921.4,594414.2,653789.7,699171.3,744958.5,795875.7,870726.5,940366.6,998459.3,1017674,1077694.6,1113458.8,1152220.3,1211698,1275883,1347506,1430852.8,1507596.1,1630935,1696754.4,1715338.1,1759198.1,1850195.4,1926908.3,2056530.9,2190497.8,2254167,2207522.5,2297100.4,2417297.1,2519931.4,2544627.4,2652752.3,2769073,2857259.7,2989806.2,3109861.7,3208874,3402857.8,3590523.2
Mideast,2,Population (persons) 1/,38597000,39133000,39552000,40083000,40555000,41025000,41360000,41617000,41924000,42111000,42516918,42869509,42991563,42836999,42709177,42727721,42667403,42546619,42421484,42358101,42272235,42328543,42382098,42543638,42686518,42793973,42991120,43189888,43435353,43584907,43761704,44070941,44392469,44717161,44969670,45186033,45383860,45579719,45822025,46105834,46386027,46619373,46841190,47034773,47162342,47239239,47334435,47473718,47684886,47943872,48241659,48630886,48968003,49256449,49515008,49723638,49895423,50066003,50217876,50304910,50278959,49905662
Mideast,3,Per capita personal income (dollars) 2/,2643,2715,2843,2935,3107,3286,3513,3761,4097,4391,4703,5007,5400,5860,6382,6911,7444,8113,8934,9837,10947,12159,13117,13972,15316,16338,17328,18427,20046,21576,22816,23092,24277,24900,25622,26816,28113,29564,31226,32699,35160,36396,36620,37402,39230,40790,43447,46141,47272,46044,47617,49707,51461,51661,53575,55689,57265,59717,61927,63788,67680,71946
Great Lakes,1,Personal income (millions of dollars),88933.5,91138.5,96685.2,101230.5,108769.5,118705.6,129095.6,135847.3,148258,162016.5,170705.3,183694.7,200707.9,224429.1,243765.6,263253.1,289628.3,321433.8,356577.6,392787.6,425780.6,464803.9,486801.3,512202.9,565477.9,600323.9,632500.1,664885.9,712815.8,767369.6,810354.1,830740.6,890729.1,930987.7,987885.5,1041548.9,1099478.7,1161498.6,1234434.6,1285398.2,1370277.4,1411718.2,1427690.6,1464134.4,1522011,1573033.8,1654969.8,1728248.1,1783643.6,1716691.1,1776452.2,1879160,1960700.3,1991993.7,2079147.1,2171984.3,2213769.8,2286479,2389121.5,2465917.5,2625186.9,2801365.2
Great Lakes,2,Population (persons) 1/,36290000,36616000,36927000,37357000,37868000,38405000,38951000,39347000,39645000,39904000,40319722,40622322,40824274,40946800,41036791,41105385,41186726,41353165,41510152,41610978,41693671,41647869,41492474,41366046,41393218,41417995,41455030,41589687,41720866,41872543,42091157,42495903,42902625,43274741,43589980,43923694,44239468,44493603,44727877,44969225,45216019,45401564,45550284,45707787,45844372,45949142,46071573,46187992,46275120,46355854,46450820,46580609,46702192,46858230,46981634,47048673,47136309,47234338,47306617,47358868,47321463,47204190
Great Lakes,3,Per capita personal income (dollars) 2/,2451,2489,2618,2710,2872,3091,3314,3453,3740,4060,4234,4522,4916,5481,5940,6404,7032,7773,8590,9440,10212,11160,11732,12382,13661,14494,15257,15987,17085,18326,19252,19549,20762,21513,22663,23713,24853,26105,27599,28584,30305,31094,31343,32032,33200,34234,35922,37418,38544,37033,38244,40342,41983,42511,44254,46165,46965,48407,50503,52069,55476,59346
Plains,1,Personal income (millions of dollars),33348.9,34588.5,36922.1,38402.7,40037.5,43928.8,47250,49582.9,54099.1,59315.6,64334.1,69266.8,76510.3,89248.89999999999,94448.8,103645,111097.7,122799.3,138981.4,153329.1,165726.1,187486.2,199706.4,209173.7,233263.6,246146.4,257590.9,271385.9,284961,307373.9,325178.7,336324.1,360431.4,372542.5,397795.5,417276.1,448955,471677.3,502325,522631.7,559764.8,579933.3,590943.4,616547.2,651320.2,676843.1,718682.3,765239.2,812833.5,788918.9,819841.3,878497,927647.3,939417.7,979811.3,1011992.5,1024103,1055302.1,1104159,1142093.7,1213002.7,1300672.3
Plains,2,Population (persons) 1/,15424000,15570000,15657000,15715000,15787000,15819000,15888000,15942000,16047000,16202000,16349829,16474813,16562762,16628032,16671561,16742551,16863608,16949656,17028437,17097176,17207567,17264245,17291648,17325258,17382070,17401690,17392728,17427930,17533255,17595235,17697550,17843335,18026179,18209613,18380746,18549556,18705269,18851351,18988053,19130836,19275412,19374967,19468009,19569167,19687933,19802730,19956982,20105697,20248815,20392583,20539838,20660553,20785452,20920302,21048846,21164829,21272897,21380289,21473830,21561667,21613711,21637254
Plains,3,Per capita personal income (dollars) 2/,2162,2221,2358,2444,2536,2777,2974,3110,3371,3661,3935,4204,4619,5367,5665,6191,6588,7245,8162,8968,9631,10860,11549,12073,13420,14145,14810,15572,16253,17469,18374,18849,19995,20459,21642,22495,24002,25021,26455,27319,29040,29932,30355,31506,33082,34179,36012,38061,40142,38687,39915,42520,44630,44905,46549,47815,48141,49359,51419,52969,56122,60113
Southeast,1,Personal income (millions of dollars),66930,70593.3,75390.39999999999,80424.60000000001,86834.60000000001,94367.89999999999,103487.2,112233.9,124347.6,138939.4,152550,168335.2,189159,214955.9,239478.1,262258.2,291459.7,323485.4,367595,412930.2,465434,526761.6,564550.5,607945,675542.6,726369.3,773945.8,826505.5,898850.2,977272.9,1039866.1,1089343.2,1169367.4,1235140.5,1309965.1,1395632.8,1481272.1,1571741.4,1688323.4,1771502,1899855.6,1986389.3,2040468.2,2132775,2281487.4,2443495.2,2622134.4,2766647.5,2857798.6,2770280.1,2889336.6,3038507.1,3173915.8,3188790.8,3366606.7,3539296.7,3640705.1,3823894.2,4012286,4192547.4,4457671.5,4818997.4
Southeast,2,Population (persons) 1/,38885000,39544000,40179000,40742000,41349000,41857000,42257000,42611000,43042000,43440000,43973515,45013167,46019010,46991755,47954591,48787678,49513969,50311832,51113001,51976687,52881196,53627371,54248696,54856066,55514620,56198797,56861115,57536401,58120493,58733381,59516122,60500666,61508138,62530549,63574211,64601937,65611342,66655300,67626581,68569381,69497232,70317959,71151666,71961591,73019229,74148386,75065947,76122849,77057840,77814936,78570325,79199406,79888872,80515501,81203968,81982533,82834748,83586827,84232711,84845052,85374665,85872186
Southeast,3,Per capita personal income (dollars) 2/,1721,1785,1876,1974,2100,2255,2449,2634,2889,3198,3469,3740,4110,4574,4994,5376,5886,6430,7192,7945,8802,9823,10407,11083,12169,12925,13611,14365,15465,16639,17472,18005,19012,19753,20605,21604,22576,23580,24965,25835,27337,28249,28678,29638,31245,32954,34931,36345,37086,35601,36774,38365,39729,39605,41459,43171,43951,45748,47633,49414,52213,56118
Southwest,1,Personal income (millions of dollars),28816.8,30430.4,31996.2,33362.1,35740.6,38345.9,41705.9,45389.8,50517.5,56500.5,62538.5,68407.8,76144.8,86582,97435.2,110068.1,123376.8,137741.1,158696.7,183167.4,210219.7,245543.5,269938.8,287699.6,315287.7,339561.3,350080,359140.1,380981.1,407156.2,435969.9,456159.5,491174.9,520514.4,552547.6,591291.9,634836.8,687796.1,746467.4,786877.1,856233.9,908262.5,925637.2,966646.2,1024730.6,1115535.4,1226825.5,1298424.6,1407499.4,1337547.6,1411786.4,1528781,1626388,1671537.2,1790353.2,1826323.9,1826527.7,1942829.4,2067960,2159950.6,2283249.3,2473434.2
Southwest,2,Population (persons) 1/,14235000,14572000,14930000,15108000,15278000,15414000,15567000,15734000,15998000,16328000,16621375,17076950,17502870,17942658,18354229,18789070,19269802,19710280,20180482,20776513,21426140,21985332,22791219,23405364,23776476,24165954,24584827,24747513,24859623,25083118,25411251,25917326,26491437,27115790,27772489,28419852,29019737,29625063,30239551,30827272,31380654,31891889,32430969,32923761,33475468,34098071,34944948,35624083,36269039,36899289,37465360,37945350,38468774,38946001,39512694,40110452,40648062,41093589,41512417,41982207,42475236,42906773
Southwest,3,Per capita personal income (dollars) 2/,2024,2088,2143,2208,2339,2488,2679,2885,3158,3460,3763,4006,4350,4825,5309,5858,6403,6988,7864,8816,9811,11169,11844,12292,13260,14051,14240,14512,15325,16232,17157,17601,18541,19196,19896,20806,21876,23217,24685,25525,27285,28479,28542,29360,30611,32715,35107,36448,38807,36249,37682,40289,42278,42919,45311,45532,44935,47278,49815,51449,53755,57647
Rocky Mountain,1,Personal income (millions of dollars),9819.200000000001,10406.6,11218.4,11582.9,12119.7,13009.6,13792.2,14653.3,15901.4,17805.8,19931.4,22181.8,25136.6,28740.4,32389.6,35793.1,39578,44130.6,51079.3,57685.6,65482.5,74507.3,80525,86073.89999999999,93219.2,98385.10000000001,101921,105381.3,111342.8,120542.6,128615.7,136495.4,147774.2,159847.4,171007.8,184801.1,198590.6,212577.2,231641.6,246464.8,269911.8,282691.2,286676.4,296149.7,312694.7,336666.4,368734.1,395225,412916,393820.4,408127,440397.7,468046.3,486655.2,522936.8,550866.9,563546.4,599075.8,640642.7,678596.3,722806.1,784253.7
Rocky Mountain,2,Population (persons) 1/,4350000,4497000,4580000,4632000,4673000,4703000,4735000,4783000,4868000,4943000,5037873,5194044,5368407,5527390,5649835,5781745,5915555,6078758,6256862,6438928,6592318,6742612,6903979,7034816,7108977,7167704,7199874,7205624,7202616,7234109,7305119,7477155,7696444,7938748,8171343,8379865,8565452,8745913,8918147,9094461,9268926,9430982,9567277,9675332,9807510,9972107,10189958,10406301,10609537,10793888,10949633,11089025,11230078,11386485,11539776,11721767,11915924,12094213,12268132,12427477,12577224,12734041
Rocky Mountain,3,Per capita personal income (dollars) 2/,2257,2314,2449,2501,2594,2766,2913,3064,3267,3602,3956,4271,4682,5200,5733,6191,6690,7260,8164,8959,9933,11050,11664,12235,13113,13726,14156,14625,15459,16663,17606,18255,19200,20135,20928,22053,23185,24306,25974,27101,29120,29975,29964,30609,31883,33761,36186,37979,38919,36485,37273,39715,41678,42740,45316,46995,47294,49534,52220,54605,57469,61587
Far West,1,Personal income (millions of dollars),61278.7,64770,69808,74242.39999999999,80067.7,85799.3,93565.10000000001,100755.3,110715.6,121725.1,131575.5,140637.1,154352.9,170589.1,191194.4,212899,236674.9,262401.2,298985.6,339285.8,385032.1,430716.2,460616.7,496483.2,547057.8,588981.6,630292,675313.3,734928.9,796499.9,857642.6,894209,948869.6,980448.4,1018476.7,1073913.2,1143490.8,1218605.4,1322184.4,1413243,1546581.2,1598369.9,1623161.6,1695736.3,1804870,1911241.2,2064707.8,2170692,2216349,2138292.6,2231422.4,2365274.2,2517584.1,2558464.3,2732123.7,2924969.8,3053982.8,3201394.1,3367569.4,3527996,3816145,4130501.2
Far West,2,Population (persons) 1/,21659000,22378000,23114000,23811000,24389000,24908000,25311000,25779000,26151000,26635000,27101402,27570486,27918162,28327835,28800911,29346033,29929494,30553208,31285112,31964927,32779936,33433990,34086401,34716476,35321190,36037077,36815133,37640660,38542275,39534189,40610409,41427985,42225887,42797622,43271002,43744822,44314342,45053779,45798042,46505506,47188420,47891178,48493357,49053068,49601761,50090268,50570529,51031362,51608614,52167532,52684613,53171603,53650540,54120872,54651324,55207598,55738346,56174005,56477384,56663461,56758490,56540900
Far West,3,Per capita personal income (dollars) 2/,2829,2894,3020,3118,3283,3445,3697,3908,4234,4570,4855,5101,5529,6022,6638,7255,7908,8588,9557,10614,11746,12883,13513,14301,15488,16344,17120,17941,19068,20147,21119,21585,22471,22909,23537,24549,25804,27048,28870,30389,32775,33375,33472,34569,36387,38156,40828,42536,42945,40989,42354,44484,46926,47273,49992,52981,54791,56991,59627,62262,67235,73053
